r1,r2,support,weight_log1p
P3578,P2888,3616,8.193400
P3578,P2158,3476,8.153925
P3578,P9554,2625,7.873217
P3578,P3432,167,5.123964
P3578,P1889,11,2.484907
P3578,P5501,7,2.079442
P3578,P2671,7,2.079442
P3578,P646,5,1.791759
P3578,P373,4,1.609438
P3578,P921,4,1.609438
P3578,P486,2,1.098612
P3578,P672,2,1.098612
P3578,P2892,2,1.098612
P3578,P6366,2,1.098612
P3578,P10283,2,1.098612
P358,P31,15293,9.635216
P358,P2354,9709,9.180912
P358,P921,9635,9.173261
P358,P175,3577,8.182559
P358,P2671,1530,7.333676
P358,P527,348,5.855072
P358,P264,246,5.509388
P358,P360,173,5.159055
P358,P856,165,5.111988
P358,P18,103,4.644391
P358,P373,89,4.499810
P358,P910,87,4.477337
P358,P162,85,4.454347
P358,P136,59,4.094345
P358,P17,40,3.713572
P358,P646,39,3.688879
P358,P361,35,3.583519
P358,P1889,32,3.496508
P358,P577,29,3.401197
P358,P2397,29,3.401197
P358,P1728,28,3.367296
P358,P3192,27,3.332205
P358,P8687,23,3.178054
P358,P1953,23,3.178054
P358,P2373,22,3.135494
P358,P1754,17,2.890372
P358,P2003,17,2.890372
P358,P407,16,2.833213
P358,P973,16,2.833213
P358,P2581,14,2.708050
P358,P8309,14,2.708050
P358,P1343,11,2.484907
P358,P9965,9,2.302585
P358,P495,9,2.302585
P358,P2207,9,2.302585
P358,P6262,8,2.197225
P358,P436,8,2.197225
P358,P2013,8,2.197225
P358,P8345,8,2.197225
P358,P11245,8,2.197225
P358,P5008,7,2.079442
P358,P156,7,2.079442
P358,P2002,7,2.079442
P358,P155,7,2.079442
P358,P3579,7,2.079442
P358,P279,6,1.945910
P358,P1476,6,1.945910
P358,P7937,6,1.945910
P358,P571,6,1.945910
P358,P966,6,1.945910
P3460,P101,22,3.135494
P3460,P102,11,2.484907
P3460,P103,18,2.944439
P3460,P106,173,5.159055
P3460,P108,9,2.302585
P3460,P119,95,4.564348
P3460,P135,2,1.098612
P3460,P140,74,4.317488
P3460,P1050,8,2.197225
P3460,P1142,2,1.098612
P3460,P1196,32,3.496508
P3460,P1299,16,2.833213
P3460,P1343,119,4.787492
P3460,P1344,8,2.197225
P3460,P1412,176,5.176150
P3460,P1066,11,2.484907
P3460,P1290,11,2.484907
P3460,P1411,3,1.386294
P3460,P138,6,1.945910
P3460,P1340,5,1.791759
P3460,P1038,17,2.890372
P3460,P1303,3,1.386294
P3460,P1365,2,1.098612
P3460,P1366,2,1.098612
P3460,P19,173,5.159055
P3460,P20,167,5.123964
P3460,P21,187,5.236442
P3460,P22,134,4.905275
P3460,P25,118,4.779123
P3460,P26,111,4.718499
P3460,P27,163,5.099866
P3460,P31,188,5.241747
P3460,P166,148,5.003946
P3460,P1884,6,1.945910
P3460,P2632,2,1.098612
P3460,P1830,24,3.218876
P3460,P2354,7,2.079442
P3460,P1441,2,1.098612
P3460,P241,51,3.951244
P3460,P1889,10,2.397895
P3460,P3091,2,1.098612
P3460,P157,2,1.098612
P3460,P2650,3,1.386294
P3460,P1576,2,1.098612
P3460,P53,110,4.709530
P3460,P463,35,3.583519
P3460,P485,3,1.386294
P3460,P509,32,3.496508
P3460,P511,17,2.890372
P3460,P607,86,4.465908
P3460,P5008,17,2.890372
P3460,P5021,2,1.098612
P3460,P39,91,4.521789
P3460,P40,109,4.700480
P3460,P361,18,2.944439
P3460,P551,17,2.890372
P3460,P3373,114,4.744932
P3460,P6104,4,1.609438
P3460,P6379,17,2.890372
P3460,P410,123,4.820282
P3460,P3716,17,2.890372
P3460,P3438,2,1.098612
P3460,P3828,3,1.386294
P3460,P411,2,1.098612
P3460,P451,13,2.639057
P3460,P598,7,2.079442
P3460,P3448,2,1.098612
P3460,P69,48,3.891820
P3460,P91,2,1.098612
P3460,P97,97,4.584967
P3460,P734,104,4.653960
P3460,P735,187,5.236442
P3460,P793,17,2.890372
P3460,P800,5,1.791759
P3460,P910,44,3.806662
P3460,P937,32,3.496508
P3460,P6886,23,3.178054
P3460,P7763,28,3.367296
P3460,P8852,4,1.609438
P3460,P85,9,2.302585
P3460,P7779,14,2.708050
P3460,P641,5,1.791759
P3460,P945,29,3.401197
P3460,P841,2,1.098612
P3460,P9493,4,1.609438
P3592,P31,245,5.505332
P3592,P155,243,5.497168
P3592,P156,243,5.497168
P3592,P2047,192,5.262690
P3592,P580,185,5.225747
P3592,P582,185,5.225747
P3592,P18,161,5.087596
P3592,P646,96,4.574711
P3592,P2671,38,3.663562
P3592,P10,7,2.079442
P3592,P2318,3,1.386294
P3592,P1889,2,1.098612
P3494,P31,7463,8.917847
P3494,P106,7451,8.916238
P3494,P21,7443,8.915164
P3494,P27,7443,8.915164
P3494,P569,7421,8.912204
P3494,P641,7376,8.906122
P3494,P1663,7294,8.894944
P3494,P1344,7265,8.890961
P3494,P54,7062,8.862625
P3494,P10902,6769,8.820256
P3494,P735,6585,8.792701
P3494,P11020,6332,8.753529
P3494,P19,5680,8.644883
P3494,P1409,5244,8.565031
P3494,P734,5148,8.546558
P3494,P18,4524,8.417373
P3494,P373,4293,8.364974
P3494,P1412,3423,8.138565
P3494,P1541,3048,8.022569
P3494,P2416,3004,8.008033
P3494,P2671,2887,7.968320
P3494,P14105,2429,7.795647
P3494,P646,2290,7.736744
P3494,P4508,2224,7.707512
P3494,P2048,1887,7.543273
P3494,P1532,1832,7.513709
P3494,P2067,1358,7.214504
P3494,P2003,1297,7.168580
P3494,P4516,1236,7.120444
P3494,P3368,1196,7.087574
P3494,P8286,1189,7.081709
P3494,P2709,1138,7.037906
P3494,P4391,1098,7.002156
P3494,P2002,1046,6.953684
P3494,P1477,993,6.901737
P3494,P1559,934,6.840547
P3494,P1447,774,6.652863
P3494,P6640,685,6.530878
P3494,P8687,674,6.514713
P3494,P856,559,6.327937
P3494,P5283,530,6.274762
P3494,P3373,515,6.246107
P3494,P413,511,6.238325
P3494,P2013,497,6.210600
P3494,P1741,496,6.208590
P3494,P5815,439,6.086775
P3494,P69,434,6.075346
P3494,P1813,387,5.961005
P3494,P5008,380,5.942799
P3494,P166,343,5.840642
P360,P527,1670,7.421178
P360,P6,176,5.176150
P360,P793,146,4.990433
P360,P1071,9,2.302585
P360,P524,2,1.098612
P360,P790,4,1.609438
P360,P16,53,3.988984
P3113,P1151,11,2.484907
P3113,P1056,20,3.044522
P3113,P105,4,1.609438
P3113,P1071,3,1.386294
P3113,P1040,3,1.386294
P3113,P11738,3,1.386294
P3113,P102,5,1.791759
P3113,P103,4,1.609438
P3113,P106,27,3.332205
P3113,P1001,10,2.397895
P3113,P101,2,1.098612
P3113,P112,21,3.091042
P3113,P1343,417,6.035481
P3113,P129,9,2.302585
P3113,P1269,65,4.189655
P3113,P1344,4,1.609438
P3113,P13176,2,1.098612
P3113,P122,5,1.791759
P3113,P1304,2,1.098612
P3113,P1313,4,1.609438
P3113,P13318,2,1.098612
P3113,P121,6,1.945910
P3113,P1299,15,2.772589
P3113,P127,4,1.609438
P3113,P131,298,5.700444
P3113,P12933,2,1.098612
P3113,P1268,7,2.079442
P3113,P12913,6,1.945910
P3113,P13044,3,1.386294
P3113,P119,3,1.386294
P3113,P1303,6,1.945910
P3113,P1322,2,1.098612
P3113,P123,13,2.639057
P3113,P126,3,1.386294
P3113,P1346,6,1.945910
P3113,P1327,2,1.098612
P3113,P1424,66,4.204693
P3113,P138,48,3.891820
P3113,P1365,7,2.079442
P3113,P1419,10,2.397895
P3113,P13574,3,1.386294
P3113,P1382,59,4.094345
P3113,P144,16,2.833213
P3113,P140,26,3.295837
P3113,P1366,4,1.609438
P3113,P1412,21,3.091042
P3113,P136,22,3.135494
P3113,P13723,160,5.081404
P3113,P1435,29,3.401197
P3113,P1434,6,1.945910
P3113,P1454,32,3.496508
P3113,P1398,2,1.098612
P3113,P1441,4,1.609438
P3113,P1456,2,1.098612
P3113,P1427,2,1.098612
P3113,P14005,6,1.945910
P3113,P1433,3,1.386294
P3113,P1363,6,1.945910
P3113,P1552,106,4.672829
P3113,P163,8,2.197225
P3113,P1557,17,2.890372
P3113,P1589,3,1.386294
P3113,P1542,36,3.610918
P3113,P150,3,1.386294
P3113,P155,26,3.295837
P3113,P1464,4,1.609438
P3113,P1465,2,1.098612
P3113,P1622,2,1.098612
P3113,P1582,10,2.397895
P3113,P1672,4,1.609438
P3113,P156,21,3.091042
P3113,P166,6,1.945910
P3113,P1479,6,1.945910
P3113,P1535,32,3.496508
P3113,P1478,3,1.386294
P3113,P1537,7,2.079442
P3113,P149,64,4.174387
P3113,P161,4,1.609438
P3113,P162,5,1.791759
P3113,P1652,6,1.945910
P3113,P159,4,1.609438
P3113,P1889,328,5.796058
P3113,P17,322,5.777652
P3113,P194,4,1.609438
P3113,P1740,2,1.098612
P3113,P1791,2,1.098612
P3113,P1792,2,1.098612
P3113,P1906,2,1.098612
P3113,P186,29,3.401197
P3113,P170,5,1.791759
P3113,P189,6,1.945910
P3113,P176,2,1.098612
P3113,P180,18,2.944439
P3113,P171,4,1.609438
P3113,P172,2,1.098612
P3113,P179,18,2.944439
P3113,P1877,3,1.386294
P3113,P1981,3,1.386294
P3113,P19,20,3.044522
P3113,P1884,2,1.098612
P3113,P178,14,2.708050
P3113,P1830,7,2.079442
P3113,P1880,2,1.098612
P3113,P175,2,1.098612
P3113,P1923,6,1.945910
P3113,P195,2,1.098612
P3113,P1754,2,1.098612
P3113,P2184,12,2.564949
P3113,P2283,46,3.850148
P3113,P2152,13,2.639057
P3113,P206,13,2.639057
P3113,P208,2,1.098612
P3113,P209,2,1.098612
P3113,P237,4,1.609438
P3113,P2354,23,3.178054
P3113,P2079,12,2.564949
P3113,P2286,8,2.197225
P3113,P2289,6,1.945910
P3113,P2375,2,1.098612
P3113,P2341,3,1.386294
P3113,P21,29,3.401197
P3113,P20,4,1.609438
P3113,P2444,7,2.079442
P3113,P2388,3,1.386294
P3113,P2094,7,2.079442
P3113,P2438,2,1.098612
P3113,P31,786,6.668228
P3113,P3113,24,3.218876
P3113,P2959,30,3.433987
P3113,P3335,8,2.197225
P3113,P3094,6,1.945910
P3113,P2868,8,2.197225
P3113,P287,3,1.386294
P3113,P30,6,1.945910
P3113,P2852,2,1.098612
P3113,P2853,2,1.098612
P3113,P2936,6,1.945910
P3113,P2849,6,1.945910
P3113,P3095,16,2.833213
P3113,P282,3,1.386294
P3113,P3190,2,1.098612
P3113,P3018,3,1.386294
P3113,P3156,3,1.386294
P3113,P306,4,1.609438
P3113,P3032,17,2.890372
P3113,P3025,11,2.484907
P3113,P3216,2,1.098612
P3113,P3342,2,1.098612
P3113,P291,3,1.386294
P3113,P3938,3,1.386294
P3113,P361,288,5.666427
P3113,P3712,7,2.079442
P3113,P366,106,4.672829
P3113,P3729,2,1.098612
P3113,P35,2,1.098612
P3113,P36,8,2.197225
P3113,P37,5,1.791759
P3113,P38,4,1.609438
P3113,P3719,2,1.098612
P3113,P344,3,1.386294
P3113,P364,4,1.609438
P3113,P3364,2,1.098612
P3113,P355,4,1.609438
P3113,P3373,2,1.098612
P3113,P3931,2,1.098612
P3113,P39,2,1.098612
P3113,P3602,4,1.609438
P3113,P360,6,1.945910
P3113,P462,10,2.397895
P3113,P398,2,1.098612
P3113,P460,75,4.330733
P3113,P461,115,4.753590
P3113,P4330,5,1.791759
P3113,P397,2,1.098612
P3113,P417,2,1.098612
P3113,P421,5,1.791759
P3113,P463,9,2.302585
P3113,P4545,3,1.386294
P3113,P451,2,1.098612
P3113,P425,5,1.791759
P3113,P437,13,2.639057
P3113,P40,2,1.098612
P3113,P407,16,2.833213
P3113,P400,9,2.302585
P3113,P404,6,1.945910
P3113,P408,7,2.079442
P3113,P412,3,1.386294
P3113,P457,3,1.386294
P3113,P452,2,1.098612
P3113,P527,213,5.365976
P3113,P5008,175,5.170484
P3113,P5125,7,2.079442
P3113,P4733,2,1.098612
P3113,P47,5,1.791759
P3113,P530,2,1.098612
P3113,P4952,5,1.791759
P3113,P517,14,2.708050
P3113,P4843,8,2.197225
P3113,P5136,3,1.386294
P3113,P495,23,3.178054
P3113,P479,7,2.079442
P3113,P5004,2,1.098612
P3113,P50,6,1.945910
P3113,P610,5,1.791759
P3113,P6104,56,4.043051
P3113,P5869,11,2.484907
P3113,P61,16,2.833213
P3113,P6,4,1.609438
P3113,P5658,2,1.098612
P3113,P556,3,1.386294
P3113,P589,2,1.098612
P3113,P6440,3,1.386294
P3113,P6186,2,1.098612
P3113,P618,2,1.098612
P3113,P57,5,1.791759
P3113,P58,4,1.609438
P3113,P5970,2,1.098612
P3113,P579,2,1.098612
P3113,P551,4,1.609438
P3113,P641,11,2.484907
P3113,P6216,9,2.302585
P3113,P6477,10,2.397895
P3113,P5522,12,2.564949
P3113,P547,2,1.098612
P3113,P612,2,1.098612
P3113,P611,2,1.098612
P3113,P655,2,1.098612
P3113,P78,2,1.098612
P3113,P706,28,3.367296
P3113,P690,3,1.386294
P3113,P703,10,2.397895
P3113,P737,2,1.098612
P3113,P747,5,1.791759
P3113,P69,5,1.791759
P3113,P734,5,1.791759
P3113,P735,14,2.708050
P3113,P6886,2,1.098612
P3113,P750,11,2.484907
P3113,P6803,4,1.609438
P3113,P669,6,1.945910
P3113,P674,5,1.791759
P3113,P725,3,1.386294
P3113,P7327,2,1.098612
P3113,P740,4,1.609438
P3113,P749,2,1.098612
P3113,P7075,2,1.098612
P3113,P793,29,3.401197
P3113,P828,23,3.178054
P3113,P85,2,1.098612
P3113,P832,2,1.098612
P3113,P7867,4,1.609438
P3113,P8402,2,1.098612
P3113,P8744,2,1.098612
P3113,P8625,2,1.098612
P3113,P8193,2,1.098612
P3113,P8933,4,1.609438
P3113,P825,146,4.990433
P3113,P86,7,2.079442
P3113,P840,8,2.197225
P3113,P8411,3,1.386294
P3113,P800,3,1.386294
P3113,P8786,4,1.609438
P3113,P8453,6,1.945910
P3113,P84,6,1.945910
P3113,P88,3,1.386294
P3113,P852,3,1.386294
P3113,P7937,4,1.609438
P3113,P8646,2,1.098612
P3113,P853,2,1.098612
P3113,P797,2,1.098612
P3113,P8345,2,1.098612
P3113,P910,336,5.820083
P3113,P913,3,1.386294
P3113,P92,6,1.945910
P3113,P9241,2,1.098612
P3113,P927,10,2.397895
P3113,P944,2,1.098612
P3113,P9714,2,1.098612
P3113,P8989,3,1.386294
P3113,P915,3,1.386294
P3113,P921,7,2.079442
P3113,P908,3,1.386294
P3113,P914,2,1.098612
P355,P31,107211,11.582563
P355,P749,101734,11.530127
P355,P17,101713,11.529920
P355,P131,67791,11.124199
P355,P6375,51646,10.852187
P355,P281,48876,10.797062
P355,P968,46939,10.756625
P355,P856,43360,10.677316
P355,P5114,43301,10.675954
P355,P571,39781,10.591170
P355,P159,28480,10.256992
P355,P625,22346,10.014447
P355,P646,17250,9.755625
P355,P373,16366,9.703022
P355,P1454,16038,9.682779
P355,P214,15960,9.677904
P355,P18,14280,9.566685
P355,P2671,13937,9.542374
P355,P1448,13497,9.510297
P355,P6782,13425,9.504948
P355,P213,12708,9.450066
P355,P2427,12699,9.449357
P355,P452,12413,9.426580
P355,P2013,11112,9.315871
P355,P244,10883,9.295049
P355,P2002,10240,9.234155
P355,P154,10002,9.210640
P355,P3500,9962,9.206634
P355,P1320,8607,9.060447
P355,P2003,8316,9.026057
P355,P8687,7340,8.901230
P355,P361,7340,8.901230
P355,P2088,6731,8.814628
P355,P13591,6503,8.780173
P355,P127,6392,8.762959
P355,P3417,6133,8.721602
P355,P463,5759,8.658693
P355,P910,5624,8.634976
P355,P355,5577,8.626586
P355,P2397,5537,8.619389
P355,P227,5451,8.603738
P355,P1329,5274,8.570734
P355,P138,5260,8.568076
P355,P1813,4477,8.406932
P355,P6366,4436,8.397734
P355,P8189,4147,8.330382
P355,P112,3986,8.290794
P355,P276,3985,8.290544
P355,P1056,3971,8.287025
P355,P1128,3881,8.264106
P3610,P31,306,5.726848
P3610,P17,300,5.707110
P3610,P1545,187,5.236442
P3610,P1813,176,5.176150
P3610,P131,142,4.962845
P3610,P137,140,4.948760
P3610,P47,111,4.718499
P3610,P361,53,3.988984
P3610,P155,41,3.737670
P3610,P156,40,3.713572
P3610,P16,39,3.688879
P3610,P127,24,3.218876
P3610,P154,20,3.044522
P3610,P910,19,2.995732
P3610,P973,19,2.995732
P3610,P373,18,2.944439
P3610,P2671,17,2.890372
P3610,P527,11,2.484907
P3610,P856,9,2.302585
P3610,P1621,9,2.302585
P3610,P571,8,2.197225
P3610,P8253,8,2.197225
P3610,P706,8,2.197225
P3610,P159,7,2.079442
P3610,P463,7,2.079442
P3610,P646,7,2.079442
P3610,P1454,7,2.079442
P3610,P227,6,1.945910
P3610,P1448,6,1.945910
P3610,P2013,6,1.945910
P3610,P465,6,1.945910
P3610,P214,5,1.791759
P3610,P6744,5,1.791759
P3610,P402,5,1.791759
P3610,P625,5,1.791759
P3610,P2002,4,1.609438
P3610,P9950,4,1.609438
P3610,P138,4,1.609438
P3610,P276,4,1.609438
P3610,P1535,4,1.609438
P3610,P452,3,1.386294
P3610,P8687,3,1.386294
P3610,P10306,3,1.386294
P3610,P18,3,1.386294
P3610,P1128,3,1.386294
P3610,P2397,3,1.386294
P3610,P11245,3,1.386294
P3610,P279,3,1.386294
P3610,P1830,2,1.098612
P3610,P2139,2,1.098612
P364,P6,8,2.197225
P364,P527,105,4.663439
P3679,P17,61,4.127134
P3679,P31,86,4.465908
P3679,P127,26,3.295837
P3679,P159,6,1.945910
P3679,P361,5,1.791759
P3679,P414,41,3.737670
P3679,P527,15,2.772589
P3679,P910,22,3.135494
P3679,P138,4,1.609438
P3679,P1424,12,2.564949
P3679,P2354,2,1.098612
P3679,P6104,2,1.098612
P3679,P1365,3,1.386294
P3679,P178,2,1.098612
P3679,P137,13,2.639057
P3679,P2670,3,1.386294
P3679,P1343,2,1.098612
P3679,P1830,2,1.098612
P3679,P3679,2,1.098612
P3679,P1454,2,1.098612
P3648,P18,5,1.791759
P3648,P31,5,1.791759
P3648,P279,2,1.098612
P366,P527,2408,7.786967
P366,P6,26,3.295837
P366,P793,139,4.941642
P366,P1071,57,4.060443
P366,P16,29,3.401197
P366,P790,7,2.079442
P35,P1299,71,4.276666
P35,P101,105,4.663439
P35,P102,383,5.950643
P35,P103,214,5.370638
P35,P106,949,6.856462
P35,P108,99,4.605170
P35,P1038,167,5.123964
P35,P1050,38,3.663562
P35,P1142,31,3.465736
P35,P1151,5,1.791759
P35,P119,332,5.808142
P35,P1196,238,5.476464
P35,P1049,4,1.609438
P35,P1290,28,3.367296
P35,P1327,8,2.197225
P35,P1066,33,3.526361
P35,P1035,10,2.397895
P35,P1080,125,4.836282
P35,P12011,4,1.609438
P35,P10527,3,1.386294
P35,P1001,21,3.091042
P35,P1308,5,1.791759
P35,P1303,10,2.397895
P35,P1283,2,1.098612
P35,P1165,9,2.302585
P35,P112,3,1.386294
P35,P122,3,1.386294
P35,P131,6,1.945910
P35,P1074,6,1.945910
P35,P1343,497,6.210600
P35,P1382,2,1.098612
P35,P1424,24,3.218876
P35,P140,512,6.240276
P35,P1340,48,3.891820
P35,P1344,136,4.919981
P35,P1411,14,2.708050
P35,P1412,620,6.431331
P35,P1429,11,2.484907
P35,P1399,28,3.367296
P35,P1441,172,5.153292
P35,P1347,3,1.386294
P35,P135,12,2.564949
P35,P1416,14,2.708050
P35,P138,27,3.332205
P35,P1552,5,1.791759
P35,P1365,25,3.258097
P35,P1366,25,3.258097
P35,P1455,4,1.609438
P35,P1387,6,1.945910
P35,P157,19,2.995732
P35,P1532,6,1.945910
P35,P1546,5,1.791759
P35,P13518,2,1.098612
P35,P156,4,1.609438
P35,P1464,3,1.386294
P35,P155,4,1.609438
P35,P19,796,6.680855
P35,P21,1114,7.016610
P35,P22,563,6.335054
P35,P166,407,6.011267
P35,P1830,79,4.382027
P35,P172,79,4.382027
P35,P1853,6,1.945910
P35,P1596,4,1.609438
P35,P20,510,6.236370
P35,P1576,10,2.397895
P35,P1884,41,3.737670
P35,P1889,126,4.844187
P35,P2354,58,4.077537
P35,P170,69,4.248495
P35,P175,49,3.912023
P35,P2348,36,3.610918
P35,P1950,37,3.637586
P35,P1595,2,1.098612
P35,P184,6,1.945910
P35,P163,3,1.386294
P35,P2184,2,1.098612
P35,P17,58,4.077537
P35,P159,3,1.386294
P35,P194,2,1.098612
P35,P1792,2,1.098612
P35,P1754,9,2.302585
P35,P25,418,6.037871
P35,P26,579,6.363028
P35,P27,945,6.852243
P35,P31,1203,7.093405
P35,P2959,16,2.833213
P35,P279,35,3.583519
P35,P241,121,4.804021
P35,P2632,17,2.890372
P35,P2650,8,2.197225
P35,P3342,38,3.663562
P35,P3091,6,1.945910
P35,P2358,6,1.945910
P35,P2359,6,1.945910
P35,P2365,5,1.791759
P35,P3205,3,1.386294
P35,P2563,11,2.484907
P35,P2868,7,2.079442
P35,P263,16,2.833213
P35,P237,4,1.609438
P35,P2389,7,2.079442
P35,P30,5,1.791759
P35,P2936,5,1.791759
P35,P3075,3,1.386294
P35,P2596,2,1.098612
P35,P39,970,6.878326
P35,P40,552,6.315358
P35,P460,27,3.332205
P35,P463,164,5.105945
P35,P485,25,3.258097
P35,P3373,452,6.115892
P35,P3448,5,1.791759
P35,P3602,177,5.181784
P35,P361,65,4.189655
P35,P3828,11,2.484907
P35,P410,203,5.318120
P35,P3438,6,1.945910
P35,P451,77,4.356709
P35,P3716,29,3.401197
P35,P461,2,1.098612
P35,P3919,4,1.609438
P35,P411,11,2.484907
P35,P4584,37,3.637586
P35,P462,3,1.386294
P35,P36,11,2.484907
P35,P37,3,1.386294
P35,P360,14,2.708050
P35,P421,4,1.609438
P35,P4675,6,1.945910
P35,P53,360,5.888878
P35,P512,58,4.077537
P35,P551,187,5.236442
P35,P552,12,2.564949
P35,P5008,144,4.976734
P35,P6186,3,1.386294
P35,P607,162,5.093750
P35,P641,29,3.401197
P35,P509,220,5.398163
P35,P598,31,3.465736
P35,P6275,2,1.098612
P35,P6379,45,3.828641
P35,P5025,6,1.945910
P35,P5021,3,1.386294
P35,P6104,21,3.091042
P35,P5800,35,3.583519
P35,P5012,2,1.098612
P35,P5056,25,3.258097
P35,P511,60,4.110874
P35,P54,5,1.791759
P35,P488,4,1.609438
P35,P527,4,1.609438
P35,P66,28,3.367296
P35,P5096,4,1.609438
P35,P520,12,2.564949
P35,P6,5,1.791759
P35,P611,2,1.098612
P35,P69,421,6.045005
P35,P734,497,6.210600
P35,P735,776,6.655440
P35,P737,12,2.564949
P35,P793,88,4.488636
P35,P800,49,3.912023
P35,P6886,93,4.543295
P35,P7763,77,4.356709
P35,P7779,4,1.609438
P35,P8852,9,2.302585
P35,P7084,7,2.079442
P35,P8822,3,1.386294
P35,P8839,10,2.397895
P35,P91,6,1.945910
P35,P6758,11,2.484907
P35,P85,30,3.433987
P35,P6902,8,2.197225
P35,P802,6,1.945910
P35,P8927,7,2.079442
P35,P797,2,1.098612
P35,P7047,36,3.610918
P35,P9071,10,2.397895
P35,P841,6,1.945910
P35,P8345,16,2.833213
P35,P725,26,3.295837
P35,P803,2,1.098612
P35,P910,343,5.840642
P35,P937,133,4.897840
P35,P945,66,4.204693
P35,P9493,6,1.945910
P35,P97,307,5.730100
P35,P9419,3,1.386294
P35,P941,7,2.079442
P35,P9652,2,1.098612
P35,P9929,4,1.609438
P3650,P31,7,2.079442
P3650,P2899,7,2.079442
P3650,P1813,7,2.079442
P37,P6,4,1.609438
P37,P793,3,1.386294
P37,P527,102,4.634729
P3643,P279,47,3.871201
P3643,P18,33,3.526361
P3643,P646,32,3.496508
P3643,P31,31,3.465736
P3643,P10283,29,3.401197
P3643,P373,28,3.367296
P3643,P13591,28,3.367296
P3643,P3827,27,3.332205
P3643,P227,26,3.295837
P3643,P6366,26,3.295837
P3643,P244,25,3.258097
P3643,P691,25,3.258097
P3643,P910,25,3.258097
P3643,P1417,25,3.258097
P3643,P3417,25,3.258097
P3643,P8189,25,3.258097
P3643,P1542,24,3.218876
P3643,P5437,23,3.178054
P3643,P8408,23,3.178054
P3643,P828,22,3.135494
P3643,P486,21,3.091042
P3643,P672,21,3.091042
P3643,P2347,21,3.091042
P3643,P3916,19,2.995732
P3643,P7033,19,2.995732
P3643,P268,18,2.944439
P3643,P1014,18,2.944439
P3643,P5008,18,2.944439
P3643,P1343,18,2.944439
P3643,P1617,18,2.944439
P3643,P508,17,2.890372
P3643,P349,16,2.833213
P3643,P1245,16,2.833213
P3643,P2004,16,2.833213
P3643,P1036,16,2.833213
P3643,P1889,15,2.772589
P3643,P8814,15,2.772589
P3643,P10565,15,2.772589
P3643,P1225,15,2.772589
P3643,P1269,14,2.708050
P3643,P4527,14,2.708050
P3643,P8313,14,2.708050
P3643,P2892,13,2.639057
P3643,P4342,13,2.639057
P3643,P11738,13,2.639057
P3643,P5198,13,2.639057
P3643,P6200,13,2.639057
P3643,P1051,13,2.639057
P3643,P1296,13,2.639057
P3643,P12385,13,2.639057
P3713,P31,339,5.828946
P3713,P971,336,5.820083
P371,P1196,957,6.864848
P371,P1303,2057,7.629490
P371,P1340,663,6.498282
P371,P1343,1567,7.357556
P371,P1142,90,4.510860
P371,P1151,22,3.135494
P371,P1299,22,3.135494
P371,P17,88,4.488636
P371,P206,2,1.098612
P371,P237,2,1.098612
P371,P1304,2,1.098612
P371,P1313,4,1.609438
P371,P264,973,6.881411
P371,P1283,260,5.564520
P371,P241,147,4.997212
P371,P1290,10,2.397895
P371,P1327,337,5.823046
P371,P1080,20,3.044522
P371,P1264,5,1.791759
P371,P1321,6,1.945910
P371,P1269,3,1.386294
P371,P1268,3,1.386294
P371,P1165,8,2.197225
P371,P1074,5,1.791759
P371,P800,1658,7.413970
P371,P527,78,4.369448
P371,P793,182,5.209486
P371,P6,3,1.386294
P371,P797,2,1.098612
P371,P272,13,2.639057
P371,P276,5,1.791759
P3716,P1269,35,3.583519
P3716,P1299,17,2.890372
P3716,P1343,117,4.770685
P3716,P1151,5,1.791759
P3716,P527,39,3.688879
P3716,P17,77,4.356709
P3716,P1327,2,1.098612
P3716,P793,2,1.098612
P3709,P31,268,5.594711
P3709,P971,267,5.590987
P369,P31,5,1.791759
P369,P279,3,1.386294
P369,P282,2,1.098612
P369,P1889,4,1.609438
P369,P5522,2,1.098612
P369,P17,2,1.098612
P369,P366,2,1.098612
P369,P910,2,1.098612
P3729,P31,5743,8.655911
P3729,P3730,5590,8.628913
P3729,P17,4479,8.407378
P3729,P3729,4135,8.327484
P3729,P2425,3227,8.079618
P3729,P361,2596,7.862112
P3729,P571,2518,7.831617
P3729,P279,2290,7.736744
P3729,P18,2264,7.725330
P3729,P2517,2244,7.716461
P3729,P373,2196,7.694848
P3729,P646,1462,7.288244
P3729,P2671,1145,7.044033
P3729,P910,1028,6.936343
P3729,P1705,963,6.871091
P3729,P1813,628,6.444131
P3729,P1027,621,6.432940
P3729,P1889,404,6.003887
P3729,P527,395,5.981414
P3729,P12375,388,5.963579
P3729,P1001,388,5.963579
P3729,P740,377,5.934894
P3729,P138,315,5.755742
P3729,P8766,304,5.720312
P3729,P1424,271,5.605802
P3729,P1611,251,5.529429
P3729,P1114,244,5.501258
P3729,P112,244,5.501258
P3729,P460,227,5.429346
P3729,P576,206,5.332719
P3729,P971,179,5.192957
P3729,P2521,176,5.176150
P3729,P1343,170,5.141664
P3729,P2910,167,5.123964
P3729,P1365,116,4.762174
P3729,P4224,115,4.753590
P3729,P2354,109,4.700480
P3729,P3321,109,4.700480
P3729,P8168,103,4.644391
P3729,P4342,100,4.615121
P3729,P227,99,4.605170
P3729,P1366,97,4.584967
P3729,P155,96,4.574711
P3729,P1535,96,4.574711
P3729,P2581,90,4.510860
P3729,P156,89,4.499810
P3729,P3921,89,4.499810
