r1,r2,support,weight_log1p
P10308,P7763,17,2.890372
P10308,P737,2,1.098612
P10308,P800,16,2.833213
P10308,P937,49,3.912023
P10308,P802,2,1.098612
P1046,P31,7,2.079442
P1046,P646,4,1.609438
P1046,P6366,4,1.609438
P1046,P910,3,1.386294
P1046,P1417,3,1.386294
P1046,P4466,3,1.386294
P1046,P10,2,1.098612
P1046,P244,2,1.098612
P1046,P279,2,1.098612
P1046,P3827,2,1.098612
P1046,P8189,2,1.098612
P1046,P10283,2,1.098612
P1046,P13591,2,1.098612
P1046,P691,2,1.098612
P1038,P237,117,4.770685
P1038,P241,2235,7.712444
P1038,P1196,5935,8.688791
P1038,P1299,1544,7.342779
P1038,P1343,15135,9.624831
P1038,P793,1546,7.344073
P1038,P1142,312,5.746203
P1038,P1151,26,3.295837
P1038,P1340,716,6.575076
P1038,P1303,2547,7.843064
P1038,P264,739,6.606650
P1038,P1283,235,5.463832
P1038,P527,26,3.295837
P1038,P1290,275,5.620401
P1038,P1327,709,6.565265
P1038,P1321,172,5.153292
P1038,P1080,1052,6.959399
P1038,P1071,14,2.708050
P1038,P1165,98,4.595120
P1038,P1268,20,3.044522
P1038,P1269,18,2.944439
P1038,P263,22,3.135494
P1038,P797,4,1.609438
P1038,P17,43,3.784190
P1038,P6,2,1.098612
P1038,P248,5,1.791759
P1038,P1074,37,3.637586
P1038,P1308,2,1.098612
P10449,P31,1920,7.560601
P10449,P21,1896,7.548029
P10449,P106,1852,7.524561
P10449,P569,1812,7.502738
P10449,P641,1768,7.478170
P10449,P27,1763,7.475339
P10449,P735,1665,7.418181
P10449,P19,1450,7.280008
P10449,P734,1384,7.233455
P10449,P646,1149,7.047517
P10449,P1532,1113,7.015712
P10449,P1412,1054,6.961296
P10449,P18,902,6.805723
P10449,P1344,864,6.762730
P10449,P373,848,6.744059
P10449,P2416,732,6.597146
P10449,P6104,682,6.526495
P10449,P8286,654,6.484635
P10449,P1559,653,6.483107
P10449,P1447,617,6.426488
P10449,P3368,617,6.426488
P10449,P2048,577,6.359574
P10449,P2671,545,6.302619
P10449,P14105,533,6.280396
P10449,P166,511,6.238325
P10449,P2067,434,6.075346
P10449,P69,405,6.006353
P10449,P1327,355,5.874931
P10449,P103,333,5.811141
P10449,P5815,324,5.783825
P10449,P10449,315,5.755742
P10449,P214,296,5.693732
P10449,P570,285,5.655992
P10449,P2694,273,5.613128
P10449,P345,205,5.327876
P10449,P20,204,5.323010
P10449,P2031,202,5.313206
P10449,P26,202,5.313206
P10449,P4391,200,5.303305
P10449,P3620,185,5.225747
P10449,P6624,185,5.225747
P10449,P2729,184,5.220356
P10449,P2581,183,5.214936
P10449,P6640,170,5.141664
P10449,P5421,164,5.105945
P10449,P3171,162,5.093750
P10449,P741,160,5.081404
P10449,P40,160,5.081404
P10449,P54,149,5.010635
P10449,P551,149,5.010635
P1049,P31,513,6.242223
P1049,P910,412,6.023448
P1049,P646,398,5.988961
P1049,P373,351,5.863631
P1049,P279,316,5.758902
P1049,P18,247,5.513429
P1049,P1343,213,5.365976
P1049,P1417,213,5.365976
P1049,P8189,210,5.351858
P1049,P691,198,5.293305
P1049,P13591,194,5.273000
P1049,P244,189,5.247024
P1049,P17,161,5.087596
P1049,P361,158,5.068904
P1049,P3417,143,4.969813
P1049,P227,133,4.897840
P1049,P1889,125,4.836282
P1049,P2924,125,4.836282
P1049,P268,115,4.753590
P1049,P4212,109,4.700480
P1049,P4342,109,4.700480
P1049,P2347,106,4.672829
P1049,P2596,106,4.672829
P1049,P3219,103,4.644391
P1049,P2671,103,4.644391
P1049,P5008,95,4.564348
P1049,P349,87,4.477337
P1049,P6404,87,4.477337
P1049,P7305,85,4.454347
P1049,P8408,83,4.430817
P1049,P8313,82,4.418841
P1049,P140,79,4.382027
P1049,P527,78,4.369448
P1049,P571,78,4.369448
P1049,P1014,71,4.276666
P1049,P1296,71,4.276666
P1049,P172,71,4.276666
P1049,P1617,70,4.262680
P1049,P12385,68,4.234107
P1049,P508,66,4.204693
P1049,P1368,66,4.204693
P1049,P2581,59,4.094345
P1049,P1036,57,4.060443
P1049,P3222,57,4.060443
P1049,P12800,57,4.060443
P1049,P3365,57,4.060443
P1049,P10565,56,4.043051
P1049,P9000,53,3.988984
P1049,P1082,53,3.988984
P1049,P950,52,3.970292
P1050,P527,50,3.931826
P1050,P1151,4,1.609438
P1050,P6,2,1.098612
P1050,P793,5,1.791759
P1050,P1080,6,1.945910
P1035,P112,44,3.806662
P1035,P1343,55,4.025352
P1035,P1424,11,2.484907
P1035,P1552,6,1.945910
P1035,P138,19,2.995732
P1035,P140,11,2.484907
P1035,P156,9,2.302585
P1035,P1027,58,4.077537
P1035,P155,8,2.197225
P1035,P1001,33,3.526361
P1035,P101,8,2.197225
P1035,P131,3,1.386294
P1035,P1269,9,2.302585
P1035,P1365,4,1.609438
P1035,P1366,3,1.386294
P1035,P1382,6,1.945910
P1035,P1535,20,3.044522
P1035,P279,149,5.010635
P1035,P1889,58,4.077537
P1035,P159,7,2.079442
P1035,P1830,4,1.609438
P1035,P2388,8,2.197225
P1035,P2670,4,1.609438
P1035,P17,143,4.969813
P1035,P2517,62,4.143135
P1035,P2354,11,2.484907
P1035,P166,6,1.945910
P1035,P2283,3,1.386294
P1035,P276,6,1.945910
P1035,P263,3,1.386294
P1035,P1560,2,1.098612
P1035,P2348,2,1.098612
P1035,P31,254,5.541264
P1035,P527,36,3.610918
P1035,P3729,77,4.356709
P1035,P461,6,1.945910
P1035,P3095,2,1.098612
P1035,P355,3,1.386294
P1035,P485,2,1.098612
P1035,P3989,2,1.098612
P1035,P425,4,1.609438
P1035,P2959,2,1.098612
P1035,P5008,6,1.945910
P1035,P3730,69,4.248495
P1035,P460,37,3.637586
P1035,P511,2,1.098612
P1035,P452,3,1.386294
P1035,P463,2,1.098612
P1035,P2936,3,1.386294
P1035,P495,2,1.098612
P1035,P361,81,4.406719
P1035,P407,12,2.564949
P1035,P4967,2,1.098612
P1035,P282,8,2.197225
P1035,P910,80,4.394449
P1035,P749,3,1.386294
P1035,P793,3,1.386294
P1035,P859,7,2.079442
P1035,P921,5,1.791759
P1035,P740,36,3.610918
P1035,P6104,4,1.609438
P1035,P6365,3,1.386294
P1035,P6379,2,1.098612
P1035,P7084,2,1.098612
P1035,P7959,2,1.098612
P1035,P8115,2,1.098612
P1035,P710,2,1.098612
P1035,P611,6,1.945910
P1056,P527,2328,7.753194
P1056,P6,3,1.386294
P1056,P1072,127,4.852030
P1056,P793,999,6.907755
P1056,P1071,880,6.781058
P1056,P16,12,2.564949
P1056,P788,3,1.386294
P1056,P789,3,1.386294
P1056,P790,13,2.639057
P10408,P17,10,2.397895
P10408,P1269,6,1.945910
P10408,P1343,3,1.386294
P10408,P1427,4,1.609438
P10408,P1444,4,1.609438
P10408,P1876,3,1.386294
P10408,P1889,3,1.386294
P10408,P2825,3,1.386294
P10408,P156,9,2.302585
P10408,P276,7,2.079442
P10408,P155,7,2.079442
P10408,P179,9,2.302585
P10408,P279,3,1.386294
P10408,P1424,3,1.386294
P10408,P2579,2,1.098612
P10408,P1151,2,1.098612
P10408,P1037,2,1.098612
P10408,P11146,2,1.098612
P10408,P31,22,3.135494
P10408,P461,2,1.098612
P10408,P910,6,1.945910
P10408,P361,5,1.791759
P10408,P527,2,1.098612
P10408,P710,4,1.609438
P10408,P485,2,1.098612
P10408,P495,2,1.098612
P10408,P859,2,1.098612
P10408,P3712,2,1.098612
P10290,P31,28,3.367296
P10290,P1889,18,2.944439
P10290,P279,14,2.708050
P10290,P18,12,2.564949
P10290,P2671,12,2.564949
P10290,P910,10,2.397895
P10290,P227,9,2.302585
P10290,P244,9,2.302585
P10290,P373,9,2.302585
P10290,P13591,9,2.302585
P10290,P1245,8,2.197225
P10290,P1417,8,2.197225
P10290,P2581,8,2.197225
P10290,P8189,8,2.197225
P10290,P12086,8,2.197225
P10290,P51,7,2.079442
P10290,P155,7,2.079442
P10290,P156,7,2.079442
P10290,P443,7,2.079442
P10290,P487,7,2.079442
P10290,P646,7,2.079442
P10290,P989,7,2.079442
P10290,P1181,7,2.079442
P10290,P2812,7,2.079442
P10290,P2919,7,2.079442
P10290,P2959,7,2.079442
P10290,P3295,7,2.079442
P10290,P5176,7,2.079442
P10290,P6104,7,2.079442
P10290,P6262,7,2.079442
P10290,P6781,7,2.079442
P10290,P6900,7,2.079442
P10290,P7316,7,2.079442
P10290,P7415,7,2.079442
P10290,P8168,7,2.079442
P10290,P8885,7,2.079442
P10290,P10757,7,2.079442
P10290,P11473,7,2.079442
P10290,P12800,7,2.079442
P10290,P13560,7,2.079442
P10290,P17,7,2.079442
P10290,P3417,6,1.945910
P10290,P7383,6,1.945910
P10290,P11408,6,1.945910
P10290,P5236,6,1.945910
P10290,P6771,6,1.945910
P10290,P1256,6,1.945910
P10290,P12888,6,1.945910
P10290,P1813,6,1.945910
P10290,P460,5,1.791759
P1040,P31,13644,9.521128
P1040,P106,13328,9.497697
P1040,P21,13298,9.495444
P1040,P345,11018,9.307376
P1040,P735,10662,9.274535
P1040,P569,8348,9.029897
P1040,P734,8213,9.013595
P1040,P27,8200,9.012011
P1040,P4985,7894,8.973985
P1040,P12098,7004,8.854379
P1040,P214,6498,8.779404
P1040,P19,6412,8.766082
P1040,P646,5630,8.636042
P1040,P2605,5302,8.576028
P1040,P1412,5130,8.543056
P1040,P9662,4561,8.425516
P1040,P227,4559,8.425078
P1040,P10302,4513,8.414939
P1040,P2604,4247,8.354204
P1040,P213,3776,8.236685
P1040,P244,3676,8.209852
P1040,P10832,3675,8.209580
P1040,P2626,3577,8.182559
P1040,P1266,3453,8.147288
P1040,P2019,3437,8.142645
P1040,P7902,3245,8.085179
P1040,P2435,3078,8.032360
P1040,P2639,3076,8.031710
P1040,P2168,2662,7.887209
P1040,P13591,2549,7.843849
P1040,P18,2519,7.832014
P1040,P570,2476,7.814803
P1040,P2387,2470,7.812378
P1040,P69,2415,7.789869
P1040,P9463,1974,7.588324
P1040,P373,1949,7.575585
P1040,P2671,1921,7.561122
P1040,P269,1900,7.550135
P1040,P268,1848,7.522400
P1040,P20,1818,7.506042
P1040,P11683,1610,7.384610
P1040,P166,1607,7.382746
P1040,P12854,1574,7.362011
P1040,P8189,1573,7.361375
P1040,P3368,1432,7.267525
P1040,P7084,1413,7.254178
P1040,P8971,1378,7.229114
P1040,P2519,1369,7.222566
P1040,P2031,1311,7.179308
P1040,P691,1276,7.152269
P1041,P31,39,3.688879
P1041,P155,42,3.761200
P1041,P176,22,3.135494
P1041,P279,28,3.367296
P1041,P361,2,1.098612
P1041,P156,39,3.688879
P1041,P178,14,2.708050
P1041,P366,7,2.079442
P1041,P1889,7,2.079442
P1041,P2670,4,1.609438
P1041,P144,4,1.609438
P1041,P2283,2,1.098612
P10594,P31,8431,9.039789
P10594,P1992,8431,9.039789
P10594,P2888,8422,9.038721
P10594,P356,23,3.178054
P10594,P1746,14,2.708050
P10594,P625,8,2.197225
P10594,P921,5,1.791759
P10594,P1433,4,1.609438
P10594,P361,3,1.386294
P10594,P1476,2,1.098612
P10527,P31,45,3.828641
P10527,P373,35,3.583519
P10527,P17,33,3.526361
P10527,P856,33,3.526361
P10527,P18,31,3.465736
P10527,P625,28,3.367296
P10527,P214,27,3.332205
P10527,P131,27,3.332205
P10527,P213,26,3.295837
P10527,P227,25,3.258097
P10527,P244,25,3.258097
P10527,P646,25,3.258097
P10527,P571,24,3.218876
P10527,P8189,22,3.135494
P10527,P13591,22,3.135494
P10527,P1343,21,3.091042
P10527,P463,20,3.044522
P10527,P6375,18,2.944439
P10527,P2002,18,2.944439
P10527,P269,17,2.890372
P10527,P3500,17,2.890372
P10527,P6782,17,2.890372
P10527,P8687,17,2.890372
P10527,P1612,17,2.890372
P10527,P268,16,2.833213
P10527,P2013,16,2.833213
P10527,P2427,16,2.833213
P10527,P1813,15,2.772589
P10527,P3417,14,2.708050
P10527,P9964,14,2.708050
P10527,P159,13,2.639057
P10527,P361,13,2.639057
P10527,P691,13,2.639057
P10527,P5008,13,2.639057
P10527,P2003,13,2.639057
P10527,P154,12,2.564949
P10527,P281,12,2.564949
P10527,P791,12,2.564949
P10527,P749,11,2.484907
P10527,P6366,11,2.484907
P10527,P1329,11,2.484907
P10527,P276,11,2.484907
P10527,P409,10,2.397895
P10527,P910,10,2.397895
P10527,P968,10,2.397895
P10527,P2397,10,2.397895
P10527,P10283,10,2.397895
P10527,P2671,10,2.397895
P10527,P6698,10,2.397895
P10527,P1889,9,2.302585
P10588,P31,4,1.609438
P10588,P1296,3,1.386294
P10588,P2442,3,1.386294
P10588,P2671,3,1.386294
P10588,P111,3,1.386294
P10588,P12385,3,1.386294
P10588,P361,2,1.098612
P10588,P460,2,1.098612
P10588,P279,2,1.098612
P10588,P7007,2,1.098612
P105,P527,13,2.639057
P10476,P1034,2,1.098612
P10476,P1269,65,4.189655
P10476,P1343,85,4.454347
P10476,P1344,2,1.098612
P10476,P13176,3,1.386294
P10476,P1151,22,3.135494
P10476,P1382,17,2.890372
P10476,P131,6,1.945910
P10476,P1313,3,1.386294
P10476,P13574,2,1.098612
P10476,P1299,5,1.791759
P10476,P138,7,2.079442
P10476,P1365,2,1.098612
P10476,P11738,2,1.098612
P10476,P127,2,1.098612
P10476,P137,5,1.791759
P10476,P10476,2,1.098612
P10476,P1001,2,1.098612
P10476,P1376,3,1.386294
P10476,P101,3,1.386294
P10476,P126,2,1.098612
P10476,P1424,82,4.418841
P10476,P1542,10,2.397895
P10476,P1552,72,4.290459
P10476,P17,16,2.833213
P10476,P150,3,1.386294
P10476,P163,3,1.386294
P10476,P1464,6,1.945910
P10476,P1465,6,1.945910
P10476,P1740,3,1.386294
P10476,P1791,3,1.386294
P10476,P1792,6,1.945910
P10476,P1535,15,2.772589
P10476,P1672,2,1.098612
P10476,P155,5,1.791759
P10476,P1622,2,1.098612
P10476,P156,4,1.609438
P10476,P166,2,1.098612
P10476,P1557,3,1.386294
P10476,P144,3,1.386294
P10476,P279,216,5.379897
P10476,P1889,142,4.962845
P10476,P2184,14,2.708050
P10476,P2283,14,2.708050
P10476,P2579,42,3.761200
P10476,P2737,22,3.135494
P10476,P194,2,1.098612
P10476,P208,2,1.098612
P10476,P237,3,1.386294
P10476,P1906,2,1.098612
P10476,P2633,5,1.791759
P10476,P2738,8,2.197225
P10476,P2354,20,3.044522
P10476,P2670,10,2.397895
P10476,P2388,3,1.386294
P10476,P276,4,1.609438
P10476,P2079,3,1.386294
P10476,P31,120,4.795791
P10476,P361,75,4.330733
P10476,P30,3,1.386294
P10476,P35,2,1.098612
P10476,P36,3,1.386294
P10476,P37,3,1.386294
P10476,P38,2,1.098612
P10476,P417,2,1.098612
P10476,P421,4,1.609438
P10476,P2936,2,1.098612
P10476,P2959,11,2.484907
P10476,P366,17,2.890372
P10476,P3729,3,1.386294
P10476,P3730,3,1.386294
P10476,P4330,3,1.386294
P10476,P3095,2,1.098612
P10476,P452,3,1.386294
P10476,P425,7,2.079442
P10476,P400,2,1.098612
P10476,P460,39,3.688879
P10476,P461,29,3.401197
P10476,P527,82,4.418841
P10476,P4733,7,2.079442
P10476,P5008,60,4.110874
P10476,P5869,34,3.555348
P10476,P6104,36,3.610918
P10476,P6186,24,3.218876
P10476,P5125,5,1.791759
P10476,P6,3,1.386294
P10476,P47,4,1.609438
P10476,P78,2,1.098612
P10476,P463,2,1.098612
P10476,P610,3,1.386294
P10476,P7084,4,1.609438
P10476,P618,2,1.098612
P10476,P706,2,1.098612
P10476,P6440,2,1.098612
P10476,P641,2,1.098612
P10476,P7075,2,1.098612
P10476,P910,128,4.859812
P10476,P85,2,1.098612
P10476,P7867,8,2.197225
P10476,P8744,3,1.386294
P10476,P9241,2,1.098612
P10476,P8989,8,2.197225
P10476,P8933,6,1.945910
P10476,P828,14,2.708050
P10476,P8225,5,1.791759
P10476,P92,2,1.098612
P10476,P921,5,1.791759
P10476,P797,4,1.609438
P10602,P17,29,3.401197
P10602,P155,3,1.386294
P10602,P159,22,3.135494
P10602,P1830,10,2.397895
P10602,P131,29,3.401197
P10602,P1365,9,2.302585
P10602,P1416,9,2.302585
P10602,P166,5,1.791759
P10602,P1075,15,2.772589
P10602,P1343,14,2.708050
P10602,P112,7,2.079442
P10602,P138,10,2.397895
P10602,P1435,3,1.386294
P10602,P101,10,2.397895
P10602,P1454,7,2.079442
P10602,P137,2,1.098612
P10602,P1037,3,1.386294
P10602,P106,10,2.397895
P10602,P108,9,2.302585
P10602,P1412,8,2.197225
P10602,P103,3,1.386294
P10602,P1066,2,1.098612
P10602,P184,2,1.098612
P10602,P31,38,3.663562
P10602,P355,24,3.218876
P10602,P361,15,2.772589
P10602,P463,31,3.465736
P10602,P485,8,2.197225
P10602,P527,28,3.367296
P10602,P2388,3,1.386294
P10602,P3876,25,3.258097
P10602,P4195,25,3.258097
P10602,P5008,11,2.484907
P10602,P1889,7,2.079442
P10602,P2936,16,2.833213
P10602,P276,8,2.197225
P10602,P19,7,2.079442
P10602,P21,9,2.302585
P10602,P27,8,2.197225
P10602,P488,5,1.791759
P10602,P512,2,1.098612
P10602,P910,28,3.367296
P10602,P669,2,1.098612
P10602,P8324,3,1.386294
P10602,P69,6,1.945910
P10602,P734,9,2.302585
P10602,P735,9,2.302585
P10602,P937,5,1.791759
P10604,P17,2,1.098612
P10604,P31,3,1.386294
P10604,P361,3,1.386294
P10604,P1001,2,1.098612
P10568,P127,56,4.043051
P10568,P137,48,3.891820
P10568,P1056,14,2.708050
P10568,P1412,3,1.386294
P10568,P112,39,3.688879
P10568,P138,15,2.772589
P10568,P1343,15,2.772589
P10568,P1072,4,1.609438
P10568,P123,9,2.302585
P10568,P1414,7,2.079442
P10568,P1365,10,2.397895
P10568,P1344,2,1.098612
P10568,P126,7,2.079442
P10568,P10568,48,3.891820
P10568,P131,5,1.791759
P10568,P1037,7,2.079442
P10568,P1366,4,1.609438
P10568,P101,2,1.098612
P10568,P1411,2,1.098612
P10568,P136,2,1.098612
P10568,P10476,2,1.098612
P10568,P1269,2,1.098612
P10568,P170,13,2.639057
P10568,P166,9,2.302585
P10568,P1424,50,3.931826
P10568,P1889,46,3.850148
P10568,P1951,5,1.791759
P10568,P2184,7,2.079442
P10568,P17,79,4.382027
P10568,P159,45,3.828641
P10568,P1454,14,2.708050
P10568,P2541,6,1.945910
P10568,P2670,14,2.708050
P10568,P178,23,3.178054
P10568,P195,5,1.791759
P10568,P144,6,1.945910
P10568,P169,4,1.609438
P10568,P1552,12,2.564949
P10568,P2283,15,2.772589
P10568,P1535,9,2.302585
P10568,P2652,2,1.098612
P10568,P1830,8,2.197225
P10568,P1547,5,1.791759
P10568,P2354,3,1.386294
P10568,P2388,2,1.098612
P10568,P156,2,1.098612
P10568,P2378,3,1.386294
P10568,P31,242,5.493061
P10568,P275,46,3.850148
P10568,P282,5,1.791759
P10568,P407,149,5.010635
P10568,P277,20,3.044522
P10568,P400,18,2.944439
P10568,P4290,12,2.564949
P10568,P276,5,1.791759
P10568,P2868,2,1.098612
P10568,P2959,4,1.609438
P10568,P366,25,3.258097
P10568,P279,11,2.484907
P10568,P2739,3,1.386294
P10568,P361,14,2.708050
P10568,P408,16,2.833213
P10568,P2702,2,1.098612
P10568,P355,7,2.079442
P10568,P414,2,1.098612
P10568,P306,18,2.944439
P10568,P2936,9,2.302585
P10568,P291,7,2.079442
P10568,P50,12,2.564949
P10568,P527,17,2.890372
P10568,P629,2,1.098612
P10568,P747,2,1.098612
P10568,P6216,43,3.784190
P10568,P495,16,2.833213
P10568,P5008,25,3.258097
P10568,P452,21,3.091042
P10568,P6104,3,1.386294
P10568,P7228,3,1.386294
P10568,P437,11,2.484907
P10568,P4969,2,1.098612
P10568,P6954,2,1.098612
P10568,P553,4,1.609438
P10568,P463,8,2.197225
P10568,P488,4,1.609438
P10568,P740,4,1.609438
P10568,P479,2,1.098612
P10568,P4330,2,1.098612
P10568,P6195,2,1.098612
P10568,P61,2,1.098612
P10568,P910,36,3.610918
P10568,P793,10,2.397895
P10568,P822,2,1.098612
P10568,P750,20,3.044522
P10568,P921,64,4.174387
P10568,P9239,3,1.386294
P10568,P92,2,1.098612
P10568,P749,9,2.302585
P10568,P7959,2,1.098612
P10568,P98,2,1.098612
P10568,P7936,2,1.098612
P106,P6,45,3.828641
P106,P527,904,6.807935
P106,P793,89,4.499810
P106,P1071,10,2.397895
P106,P5278,11,2.484907
P106,P5323,50,3.931826
P10601,P17,4,1.609438
P10601,P31,4,1.609438
P10601,P463,3,1.386294
P10601,P527,2,1.098612
P10601,P131,4,1.609438
P10601,P138,2,1.098612
P10601,P910,2,1.098612
P10601,P159,3,1.386294
P10601,P421,2,1.098612
P10601,P1037,2,1.098612
P10607,P17,1425,7.262629
P10607,P31,1433,7.268223
P10607,P115,315,5.755742
P10607,P118,1138,7.037906
P10607,P1268,1428,7.264730
P10607,P159,33,3.526361
P10607,P1889,18,2.944439
P10607,P1424,4,1.609438
P10607,P131,31,3.465736
P10607,P163,2,1.098612
P10607,P138,18,2.944439
P10607,P355,6,1.945910
P10607,P127,5,1.791759
P10607,P276,7,2.079442
P10607,P2416,4,1.609438
P10607,P279,4,1.609438
P10607,P452,3,1.386294
P10607,P361,7,2.079442
P10607,P1366,3,1.386294
P10607,P1365,2,1.098612
P10607,P1416,2,1.098612
P10607,P3719,4,1.609438
P10607,P462,3,1.386294
P10607,P527,593,6.386879
P10607,P641,509,6.234411
P10607,P822,117,4.770685
P10607,P910,1220,7.107425
P10607,P6112,51,3.951244
P10607,P463,12,2.564949
P10607,P749,3,1.386294
P10607,P6364,11,2.484907
P10607,P740,3,1.386294
P10607,P5353,2,1.098612
P1060,P1343,10,2.397895
P1060,P1424,4,1.609438
P1060,P1995,8,2.197225
P1060,P11738,4,1.609438
P1060,P105,31,3.465736
P1060,P171,31,3.465736
P1060,P13177,8,2.197225
P1060,P1542,11,2.484907
P1060,P1889,7,2.079442
P1060,P2283,2,1.098612
P1060,P2579,4,1.609438
P1060,P1151,2,1.098612
P1060,P1535,2,1.098612
P1060,P1552,2,1.098612
P1060,P2737,2,1.098612
P1060,P1606,3,1.386294
P1060,P141,4,1.609438
P1060,P1403,6,1.945910
P1060,P1269,3,1.386294
P1060,P101,2,1.098612
P1060,P1536,5,1.791759
P1060,P31,49,3.912023
P1060,P279,40,3.713572
P1060,P828,15,2.772589
P1060,P910,25,3.258097
P1060,P5008,11,2.484907
P1060,P2959,2,1.098612
P1060,P6104,12,2.564949
P1060,P361,3,1.386294
P1060,P366,2,1.098612
P1060,P460,3,1.386294
P1060,P461,5,1.791759
P1060,P527,3,1.386294
P1060,P9714,2,1.098612
P1060,P9566,3,1.386294
P10624,P17,18,2.944439
P10624,P159,29,3.401197
P10624,P166,3,1.386294
P10624,P1343,8,2.197225
P10624,P1365,5,1.791759
P10624,P1830,4,1.609438
P10624,P10624,19,2.995732
P10624,P112,5,1.791759
P10624,P163,2,1.098612
P10624,P1424,9,2.302585
P10624,P1889,5,1.791759
P10624,P1001,2,1.098612
P10624,P101,4,1.609438
P10624,P131,2,1.098612
P10624,P1037,2,1.098612
P10624,P1454,6,1.945910
P10624,P1142,3,1.386294
P10624,P1382,2,1.098612
P10624,P31,33,3.526361
P10624,P37,13,2.639057
P10624,P355,5,1.791759
P10624,P463,7,2.079442
P10624,P485,3,1.386294
P10624,P488,8,2.197225
P10624,P2388,5,1.791759
P10624,P2541,3,1.386294
P10624,P2652,8,2.197225
P10624,P5008,14,2.708050
P10624,P237,2,1.098612
P10624,P276,2,1.098612
P10624,P457,7,2.079442
P10624,P527,9,2.302585
P10624,P2936,3,1.386294
P10624,P361,2,1.098612
P10624,P452,2,1.098612
P10624,P3975,6,1.945910
P10624,P740,3,1.386294
P10624,P910,19,2.995732
P10624,P6104,3,1.386294
P10624,P749,3,1.386294
P10624,P6379,2,1.098612
P10624,P7084,2,1.098612
P10624,P797,2,1.098612
P10624,P921,4,1.609438
P10624,P92,5,1.791759
P10614,P31,4,1.609438
P10614,P361,4,1.609438
P10614,P461,4,1.609438
P10612,P31,117,4.770685
P10612,P136,57,4.060443
P10612,P156,13,2.639057
P10612,P175,90,4.510860
P10612,P264,31,3.465736
P10612,P361,48,3.891820
P10612,P1889,10,2.397895
P10612,P407,41,3.737670
P10612,P4647,2,1.098612
P10612,P437,16,2.833213
P10612,P1552,9,2.302585
P10612,P144,2,1.098612
P10612,P155,14,2.708050
P10612,P1433,10,2.397895
P10612,P162,6,1.945910
P10612,P291,6,1.945910
P10612,P495,5,1.791759
P10612,P5202,3,1.386294
P10612,P86,38,3.663562
P10612,P826,7,2.079442
P10612,P6216,5,1.791759
P10612,P7937,75,4.330733
